DSP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,Chl-a,salinity,T,SECCHI,DIN,PO4-P,Soca,month,lipophylic_toxins
0.0,0.0,0.0,0.0,0.0,0.0,122.59999999999997,1.5619047619047621,3.6761904761904765,42.9,?,?,?,?,?,?,1358.707,1,neg
20.0,0.0,0.0,10.0,0.0,10.0,71.2,5.5095238095238095,2.5142857142857142,109.60000000000001,0.49,38.41,9.6,7.0,1.2600000184029347,0.00999999977648258,4527.7210000000005,2,neg
0.0,0.0,0.0,0.0,0.0,0.0,71.2,5.5095238095238095,2.5142857142857142,109.60000000000001,0.61,38.38,9.53,?,1.6599999349564305,0.0199999995529652,4527.7210000000005,2,neg
10.0,0.0,0.0,10.0,0.0,0.0,71.2,5.5095238095238095,2.5142857142857142,109.60000000000001,0.59,38.15,9.19,6.0,2.190000025555496,0.00999999977648258,4527.7210000000005,2,neg
30.0,0.0,10.0,10.0,0.0,0.0,118.2,8.942857142857143,3.023809523809524,49.699999999999996,0.75,37.93,8.68,?,1.3899999540299208,0.00999999977648258,4265.7789999999995,3,neg
10.0,0.0,0.0,0.0,0.0,10.0,118.2,8.942857142857143,3.023809523809524,49.699999999999996,?,37.89,9.08,9.0,?,?,4265.7789999999995,3,neg
20.0,0.0,0.0,20.0,0.0,0.0,118.2,8.942857142857143,3.023809523809524,49.699999999999996,0.8,37.82,8.76,10.0,1.5800000112503767,0.00999999977648258,4265.7789999999995,3,neg
40.0,10.0,0.0,30.0,0.0,0.0,194.80000000000004,12.80952380952381,3.1666666666666674,5.2,1.26,37.36,10.47,6.0,1.429999954998489,0.0299999993294477,1924.614,4,neg
20.0,0.0,0.0,10.0,10.0,0.0,194.80000000000004,12.80952380952381,3.1666666666666674,5.2,0.75,36.92,9.61,7.0,2.6299999933689864,0.00999999977648258,1924.614,4,neg
10.0,0.0,0.0,0.0,0.0,0.0,194.80000000000004,12.80952380952381,3.1666666666666674,5.2,0.9,37.61,9.81,8.0,0.7199999745935197,0.00999999977648258,1924.614,4,neg
50.0,0.0,10.0,10.0,10.0,0.0,174.59999999999997,12.180952380952382,2.8476190476190477,46.300000000000004,0.31,37.91,14.57,8.0,0.21000000089406928,0.00999999977648258,1694.492,4,neg
30.0,0.0,0.0,30.0,0.0,0.0,174.59999999999997,12.180952380952382,2.8476190476190477,46.300000000000004,0.66,37.31,14.25,6.0,0.5399999879300594,0.00999999977648258,1694.492,4,neg
30.0,0.0,0.0,0.0,10.0,0.0,174.59999999999997,12.180952380952382,2.8476190476190477,46.300000000000004,0.41,38.08,14.4,?,0.16999999433755827,0.00999999977648258,1694.492,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,150.60000000000002,15.257142857142856,3.266666666666667,60.4,?,?,?,?,?,?,6721.329000000001,5,neg
60.0,0.0,0.0,10.0,30.0,0.0,150.60000000000002,15.257142857142856,3.266666666666667,60.4,?,?,?,?,?,?,6721.329000000001,5,neg
50.0,0.0,10.0,10.0,20.0,0.0,150.60000000000002,15.257142857142856,3.266666666666667,60.4,?,?,?,?,?,?,6721.329000000001,5,neg
60.0,0.0,0.0,20.0,10.0,10.0,227.2,19.46666666666667,3.0095238095238095,6.199999999999999,0.71,36.46,16.04,?,1.0799999795854054,0.0299999993294477,3788.943,5,neg
150.0,10.0,0.0,20.0,120.0,0.0,227.2,19.46666666666667,3.0095238095238095,6.199999999999999,0.68,37.21,14.72,?,0.7599999867379664,0.0399999991059303,3788.943,5,neg
50.0,0.0,0.0,0.0,50.0,0.0,227.2,19.46666666666667,3.0095238095238095,6.199999999999999,?,36.83,16.0,10.0,?,?,3788.943,5,neg
70.0,0.0,0.0,0.0,50.0,0.0,248.20000000000002,20.923809523809524,3.1952380952380954,3.5999999999999996,0.71,36.46,16.04,?,1.0799999795854054,0.0299999993294477,3195.047,6,neg
220.0,10.0,0.0,10.0,200.0,0.0,248.20000000000002,20.923809523809524,3.1952380952380954,3.5999999999999996,0.68,37.21,14.72,?,0.7599999867379664,0.0399999991059303,3195.047,6,neg
110.0,0.0,0.0,0.0,70.0,0.0,248.20000000000002,20.923809523809524,3.1952380952380954,3.5999999999999996,?,36.83,16.0,10.0,?,?,3195.047,6,neg
0.0,0.0,0.0,0.0,0.0,0.0,231.00000000000003,23.6047619047619,2.8428571428571425,13.8,0.87,33.65,23.38,8.0,1.3600000329315662,0.0199999995529652,2201.58,6,neg
110.0,0.0,0.0,10.0,100.0,0.0,231.00000000000003,23.6047619047619,2.8428571428571425,13.8,1.21,32.74,24.59,7.0,1.6999999657273324,0.00999999977648258,2201.58,6,neg
70.0,0.0,0.0,10.0,30.0,0.0,231.00000000000003,23.6047619047619,2.8428571428571425,13.8,1.0,33.82,23.45,7.0,0.7499999888241291,0.00999999977648258,2201.58,6,neg
70.0,20.0,0.0,10.0,30.0,0.0,230.60000000000002,24.542857142857137,3.10952380952381,76.0,1.0,33.82,23.45,7.0,0.7499999888241291,0.00999999977648258,2379.706,7,neg
20.0,0.0,0.0,20.0,0.0,0.0,230.60000000000002,24.542857142857137,3.10952380952381,76.0,0.87,33.65,23.38,8.0,1.3600000329315662,0.0199999995529652,2379.706,7,neg
100.0,0.0,10.0,10.0,30.0,0.0,230.60000000000002,24.542857142857137,3.10952380952381,76.0,1.21,32.74,24.59,7.0,1.6999999657273324,0.00999999977648258,2379.706,7,neg
20.0,0.0,0.0,0.0,20.0,0.0,247.79999999999995,24.77142857142857,3.019047619047619,4.3,0.34,36.11,25.02,9.0,0.2800000049173829,0.0199999995529652,2344.937,7,neg
150.0,30.0,10.0,50.0,50.0,0.0,247.79999999999995,24.77142857142857,3.019047619047619,4.3,0.49,36.16,23.78,?,0.6500000134110453,0.0199999995529652,2344.937,7,neg
110.0,0.0,0.0,40.0,40.0,0.0,247.79999999999995,24.77142857142857,3.019047619047619,4.3,0.31,35.94,24.72,10.0,0.19999999552965128,0.00999999977648258,2344.937,7,neg
100.0,10.0,50.0,20.0,20.0,0.0,240.19999999999993,25.114285714285714,3.0857142857142854,20.0,0.31,35.94,24.72,10.0,0.19999999552965128,0.00999999977648258,1294.52,8,neg
50.0,10.0,20.0,20.0,0.0,0.0,240.19999999999993,25.114285714285714,3.0857142857142854,20.0,0.34,36.11,25.02,9.0,0.2800000049173829,0.0199999995529652,1294.52,8,neg
250.0,70.0,160.0,0.0,10.0,0.0,240.19999999999993,25.114285714285714,3.0857142857142854,20.0,0.49,36.16,23.78,?,0.6500000134110453,0.0199999995529652,1294.52,8,neg
120.0,70.0,0.0,10.0,40.0,0.0,235.99999999999997,23.82857142857143,3.3190476190476192,36.9,?,37.31,23.21,9.0,?,?,1179.2220000000002,8,neg
160.0,20.0,80.0,10.0,20.0,0.0,235.99999999999997,23.82857142857143,3.3190476190476192,36.9,0.38,37.23,23.23,12.0,0.2600000016391274,0.0199999995529652,1179.2220000000002,8,neg
90.0,50.0,10.0,10.0,20.0,0.0,235.99999999999997,23.82857142857143,3.3190476190476192,36.9,?,37.38,22.98,11.0,?,?,1179.2220000000002,8,neg
200.0,70.0,90.0,20.0,20.0,0.0,235.50000000000003,23.038095238095238,3.309523809523809,20.999999999999996,0.38,37.23,23.23,12.0,0.2600000016391274,0.0199999995529652,1098.361,8,neg
50.0,10.0,0.0,0.0,30.0,0.0,235.50000000000003,23.038095238095238,3.309523809523809,20.999999999999996,?,37.38,22.98,11.0,?,?,1098.361,8,neg
50.0,0.0,0.0,20.0,30.0,0.0,235.50000000000003,23.038095238095238,3.309523809523809,20.999999999999996,?,37.31,23.21,9.0,?,?,1098.361,8,neg
310.0,30.0,250.0,0.0,0.0,0.0,157.89999999999998,20.647619047619052,3.1523809523809527,123.7,0.38,37.23,23.23,12.0,0.2600000016391274,0.0199999995529652,2352.25,9,neg
60.0,0.0,50.0,10.0,0.0,0.0,157.89999999999998,20.647619047619052,3.1523809523809527,123.7,?,37.38,22.98,11.0,?,?,2352.25,9,neg
30.0,10.0,0.0,10.0,0.0,10.0,157.89999999999998,20.647619047619052,3.1523809523809527,123.7,?,37.31,23.21,9.0,?,?,2352.25,9,neg
130.0,10.0,110.0,10.0,0.0,0.0,107.20000000000002,17.738095238095234,3.1095238095238096,212.49999999999997,2.52,36.47,22.15,5.0,0.6799999922513964,0.0299999993294477,4944.766999999999,9,poz
10.0,0.0,10.0,0.0,0.0,0.0,107.20000000000002,17.738095238095234,3.1095238095238096,212.49999999999997,0.9,36.85,23.16,4.0,1.42000000923872,0.00999999977648258,4944.766999999999,9,poz
160.0,0.0,120.0,10.0,0.0,30.0,107.20000000000002,17.738095238095234,3.1095238095238096,212.49999999999997,0.52,37.07,23.56,14.0,0.3399999905377629,0.00999999977648258,4944.766999999999,9,poz
100.0,0.0,60.0,10.0,0.0,20.0,130.2,15.733333333333333,3.0476190476190474,145.39999999999998,0.52,37.07,23.56,14.0,0.3399999905377629,0.00999999977648258,5741.958999999999,10,poz
220.0,0.0,120.0,0.0,0.0,100.0,130.2,15.733333333333333,3.0476190476190474,145.39999999999998,0.9,36.85,23.16,4.0,1.42000000923872,0.00999999977648258,5741.958999999999,10,poz
160.0,0.0,70.0,0.0,0.0,90.0,130.2,15.733333333333333,3.0476190476190474,145.39999999999998,2.52,36.47,22.15,5.0,0.6799999922513964,0.0299999993294477,5741.958999999999,10,poz
40.0,0.0,30.0,0.0,0.0,0.0,152.6,14.819047619047618,3.0380952380952384,7.4,?,?,?,?,?,?,4131.604,10,neg
20.0,0.0,0.0,0.0,0.0,10.0,152.6,14.819047619047618,3.0380952380952384,7.4,?,?,?,?,?,?,4131.604,10,neg
60.0,0.0,30.0,10.0,0.0,20.0,152.6,14.819047619047618,3.0380952380952384,7.4,?,?,?,?,?,?,4131.604,10,neg
90.0,0.0,20.0,40.0,0.0,30.0,128.9,13.552380952380954,3.0619047619047626,58.400000000000006,0.59,37.89,19.68,8.0,0.40000000409781944,0.0199999995529652,1888.469,10,neg
20.0,0.0,10.0,10.0,0.0,0.0,128.9,13.552380952380954,3.0619047619047626,58.400000000000006,1.3,37.88,19.52,5.0,0.2500000055879351,0.0199999995529652,1888.469,10,neg
0.0,0.0,0.0,0.0,0.0,0.0,128.9,13.552380952380954,3.0619047619047626,58.400000000000006,0.31,37.92,19.83,9.0,0.2399999964982269,0.00999999977648258,1888.469,10,neg
0.0,0.0,0.0,0.0,0.0,0.0,91.00000000000001,10.342857142857142,3.9142857142857133,102.0,?,?,?,?,?,?,3235.15,11,neg
20.0,0.0,0.0,0.0,0.0,20.0,91.00000000000001,10.342857142857142,3.9142857142857133,102.0,?,?,?,?,?,?,3235.15,11,neg
0.0,0.0,0.0,0.0,0.0,0.0,91.00000000000001,10.342857142857142,3.9142857142857133,102.0,?,?,?,?,?,?,3235.15,11,neg
40.0,0.0,0.0,10.0,0.0,30.0,90.9,7.700000000000002,3.4761904761904763,72.4,0.96,38.43,15.83,?,2.560000032186507,0.0399999991059303,4818.3060000000005,12,neg
20.0,10.0,0.0,0.0,0.0,10.0,90.9,7.700000000000002,3.4761904761904763,72.4,?,38.19,15.3,4.0,?,?,4818.3060000000005,12,neg
50.0,0.0,0.0,0.0,0.0,50.0,90.9,7.700000000000002,3.4761904761904763,72.4,0.98,38.04,14.85,4.0,3.149999946355816,0.0399999991059303,4818.3060000000005,12,neg
0.0,0.0,0.0,0.0,0.0,0.0,63.29999999999999,6.295238095238096,3.2285714285714286,231.10000000000002,0.98,38.04,14.85,4.0,3.149999946355816,0.0399999991059303,9249.022,12,neg
0.0,0.0,0.0,0.0,0.0,0.0,63.29999999999999,6.295238095238096,3.2285714285714286,231.10000000000002,0.96,38.43,15.83,?,2.560000032186507,0.0399999991059303,9249.022,12,neg
0.0,0.0,0.0,0.0,0.0,0.0,63.29999999999999,6.295238095238096,3.2285714285714286,231.10000000000002,?,38.19,15.3,4.0,?,?,9249.022,12,neg
10.0,0.0,0.0,0.0,0.0,0.0,45.5,7.695238095238094,2.657142857142857,71.39999999999999,0.5,37.65,12.03,5.0,4.489999935030939,0.0599999986588955,7153.088000000001,1,neg
10.0,0.0,0.0,10.0,0.0,0.0,45.5,7.695238095238094,2.657142857142857,71.39999999999999,0.4,37.24,11.55,?,6.580000028014185,0.0299999993294477,7153.088000000001,1,neg
0.0,0.0,0.0,0.0,0.0,0.0,45.5,7.695238095238094,2.657142857142857,71.39999999999999,0.29,37.57,12.61,4.0,5.269999921321876,0.00999999977648258,7153.088000000001,1,neg
10.0,0.0,0.0,0.0,0.0,10.0,64.5,5.628571428571429,2.5761904761904764,83.4,0.42,37.9,11.31,11.0,1.0499999802559616,0.0500000007450581,3759.0909999999994,2,neg
0.0,0.0,0.0,0.0,0.0,0.0,64.5,5.628571428571429,2.5761904761904764,83.4,1.13,37.78,10.61,7.0,1.8900000136345618,0.0399999991059303,3759.0909999999994,2,neg
20.0,0.0,0.0,20.0,0.0,0.0,64.5,5.628571428571429,2.5761904761904764,83.4,?,37.92,10.98,13.0,?,?,3759.0909999999994,2,neg
0.0,0.0,0.0,0.0,0.0,0.0,66.7,5.199999999999999,3.080952380952381,48.300000000000004,?,38.0,9.61,10.0,?,?,3166.745,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,66.7,5.199999999999999,3.080952380952381,48.300000000000004,0.36,37.59,9.16,9.0,2.369999973103401,0.119999997317791,3166.745,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,66.7,5.199999999999999,3.080952380952381,48.300000000000004,?,37.9700012207031,9.59000015258789,11.0,2.7899999301880545,0.0399999991059303,3166.745,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,131.6,9.385714285714286,3.4380952380952374,23.3,?,37.7700004577637,8.34000015258789,11.0,3.7399999927729395,0.00999999977648258,6725.731,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,131.6,9.385714285714286,3.4380952380952374,23.3,0.37,36.65,9.92,7.0,9.209999874234198,0.0199999995529652,6725.731,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,131.6,9.385714285714286,3.4380952380952374,23.3,0.5,35.06,10.28,11.0,17.83000057935715,0.0399999991059303,6725.731,4,neg
10.0,0.0,0.0,10.0,0.0,0.0,157.6,14.614285714285714,2.8333333333333335,26.8,?,?,?,?,?,?,6564.878000000001,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,157.6,14.614285714285714,2.8333333333333335,26.8,?,?,?,?,?,?,6564.878000000001,4,neg
10.0,0.0,0.0,10.0,0.0,0.0,157.6,14.614285714285714,2.8333333333333335,26.8,?,?,?,?,?,?,6564.878000000001,4,neg
10.0,0.0,0.0,0.0,0.0,0.0,204.70000000000005,18.085714285714282,2.742857142857143,38.9,0.23,37.59,14.81,?,0.8900000024586918,0.0299999993294477,5618.969,5,neg
20.0,0.0,0.0,0.0,0.0,0.0,204.70000000000005,18.085714285714282,2.742857142857143,38.9,0.3,37.0,15.73,9.0,5.819999827072022,0.00999999977648258,5618.969,5,neg
10.0,0.0,0.0,10.0,0.0,0.0,204.70000000000005,18.085714285714282,2.742857142857143,38.9,0.18,36.79,16.06,8.0,1.0700000282377,0.0299999993294477,5618.969,5,neg
40.0,0.0,0.0,20.0,0.0,0.0,171.4,18.233333333333334,2.4333333333333336,52.9,0.23,37.59,14.81,?,0.8900000024586918,0.0299999993294477,4402.441,5,neg
80.0,0.0,0.0,20.0,0.0,0.0,171.4,18.233333333333334,2.4333333333333336,52.9,0.3,37.0,15.73,9.0,5.819999827072022,0.00999999977648258,4402.441,5,neg
20.0,10.0,0.0,10.0,0.0,0.0,171.4,18.233333333333334,2.4333333333333336,52.9,0.18,36.79,16.06,8.0,1.0700000282377,0.0299999993294477,4402.441,5,neg
40.0,0.0,0.0,40.0,0.0,0.0,203.3,20.75714285714286,2.295238095238095,11.1,?,37.7999992370605,18.3999996185303,10.0,1.2700000181794204,0.00999999977648258,3254.5340000000006,6,neg
20.0,0.0,0.0,0.0,10.0,0.0,203.3,20.75714285714286,2.295238095238095,11.1,?,36.99,20.56,7.0,?,?,3254.5340000000006,6,neg
110.0,0.0,0.0,80.0,20.0,0.0,203.3,20.75714285714286,2.295238095238095,11.1,0.24,37.0,20.28,7.0,0.05999999865889548,0.00999999977648258,3254.5340000000006,6,neg
60.0,10.0,0.0,10.0,10.0,0.0,215.79999999999998,22.947619047619046,2.676190476190476,28.3,?,?,?,?,?,?,2643.3179999999993,6,neg
60.0,0.0,0.0,40.0,10.0,0.0,215.79999999999998,22.947619047619046,2.676190476190476,28.3,?,?,?,?,?,?,2643.3179999999993,6,neg
30.0,0.0,0.0,10.0,0.0,0.0,215.79999999999998,22.947619047619046,2.676190476190476,28.3,?,37.2099990844727,22.7900009155273,16.0,0.14000000059604628,0.00999999977648258,2643.3179999999993,6,neg
30.0,0.0,0.0,20.0,0.0,0.0,204.0,22.4,2.776190476190476,63.5,?,37.1300010681152,24.9699993133545,19.0,2.3300000373274066,0.00999999977648258,2009.8610000000006,7,neg
100.0,10.0,0.0,50.0,0.0,0.0,204.0,22.4,2.776190476190476,63.5,0.22,36.78,24.4,10.0,3.220000075176363,0.00999999977648258,2009.8610000000006,7,neg
10.0,0.0,0.0,10.0,0.0,0.0,204.0,22.4,2.776190476190476,63.5,0.2,37.6,21.26,?,0.05999999865889548,0.00999999977648258,2009.8610000000006,7,neg
30.0,0.0,0.0,20.0,10.0,0.0,191.2,23.1,2.6047619047619044,25.599999999999998,0.16,37.06,23.19,11.0,0.08999999798834327,0.00999999977648258,1652.5659999999998,7,neg
190.0,70.0,0.0,30.0,80.0,0.0,191.2,23.1,2.6047619047619044,25.599999999999998,0.22,36.78,24.4,10.0,3.220000075176363,0.00999999977648258,1652.5659999999998,7,neg
20.0,0.0,0.0,0.0,10.0,0.0,191.2,23.1,2.6047619047619044,25.599999999999998,0.2,37.6,21.26,?,0.05999999865889548,0.00999999977648258,1652.5659999999998,7,neg
510.0,0.0,0.0,10.0,500.0,0.0,236.19999999999996,24.861904761904764,2.804761904761905,18.5,0.52,36.93,25.77,7.0,0.6200000122189517,0.00999999977648258,1346.7880000000002,8,neg
80.0,70.0,0.0,10.0,0.0,0.0,236.19999999999996,24.861904761904764,2.804761904761905,18.5,?,37.2799987792969,24.5799999237061,19.0,2.000000057742001,0.00999999977648258,1346.7880000000002,8,neg
20.0,0.0,0.0,10.0,10.0,0.0,236.19999999999996,24.861904761904764,2.804761904761905,18.5,0.74,36.86,26.27,?,0.05999999865889548,0.00999999977648258,1346.7880000000002,8,neg
30.0,0.0,0.0,30.0,0.0,0.0,241.0,25.995238095238093,2.833333333333333,35.0,?,?,?,?,?,?,976.8380000000001,8,neg
10.0,0.0,0.0,10.0,0.0,0.0,241.0,25.995238095238093,2.833333333333333,35.0,?,36.5499992370605,28.3700008392334,12.0,0.07999999821186057,0.00999999977648258,976.8380000000001,8,neg
30.0,0.0,0.0,20.0,10.0,0.0,241.0,25.995238095238093,2.833333333333333,35.0,?,?,?,?,?,?,976.8380000000001,8,neg
50.0,10.0,0.0,10.0,20.0,0.0,214.4,23.585714285714285,2.795238095238095,109.6,0.31,37.19,26.24,9.0,1.1500000320374955,0.00999999977648258,1237.295,8,neg
60.0,30.0,0.0,20.0,10.0,0.0,214.4,23.585714285714285,2.795238095238095,109.6,?,37.15,26.57,9.0,?,?,1237.295,8,neg
40.0,10.0,0.0,20.0,10.0,0.0,214.4,23.585714285714285,2.795238095238095,109.6,?,36.5499992370605,28.3700008392334,12.0,0.07999999821186057,0.00999999977648258,1237.295,8,neg
10.0,0.0,0.0,0.0,0.0,10.0,190.0,20.78095238095238,3.1380952380952385,46.5,0.31,37.19,26.24,9.0,1.1500000320374955,0.00999999977648258,1737.888,9,neg
40.0,10.0,20.0,0.0,0.0,0.0,190.0,20.78095238095238,3.1380952380952385,46.5,?,37.15,26.57,9.0,?,?,1737.888,9,neg
30.0,20.0,0.0,0.0,0.0,0.0,190.0,20.78095238095238,3.1380952380952385,46.5,?,36.9599990844727,26.5200004577637,15.0,0.4299999866634606,0.00999999977648258,1737.888,9,neg
20.0,10.0,0.0,0.0,10.0,0.0,195.0,20.057142857142857,3.4000000000000004,0.1,0.33,37.15,24.75,8.0,0.3200000002980233,0.00999999977648258,1641.9,9,neg
30.0,20.0,10.0,0.0,0.0,0.0,195.0,20.057142857142857,3.4000000000000004,0.1,?,36.6399993896484,23.2600002288818,13.0,2.2399999592453255,0.00999999977648258,1641.9,9,neg
10.0,0.0,0.0,0.0,0.0,0.0,195.0,20.057142857142857,3.4000000000000004,0.1,0.35,37.24,24.74,11.0,0.6300000045448546,0.00999999977648258,1641.9,9,neg
0.0,0.0,0.0,0.0,0.0,0.0,195.9,17.6,3.419047619047619,13.7,?,37.11,24.7,?,0.21000000648200468,0.00999999977648258,1230.1080000000002,10,neg
30.0,10.0,10.0,10.0,0.0,0.0,195.9,17.6,3.419047619047619,13.7,0.35,37.24,24.74,11.0,0.6300000045448546,0.00999999977648258,1230.1080000000002,10,neg
30.0,0.0,0.0,0.0,30.0,0.0,195.9,17.6,3.419047619047619,13.7,0.33,37.15,24.75,8.0,0.3200000002980233,0.00999999977648258,1230.1080000000002,10,neg
30.0,20.0,0.0,0.0,0.0,10.0,147.8,15.738095238095237,3.066666666666667,39.0,0.33,37.15,24.75,8.0,0.3200000002980233,0.00999999977648258,1186.6160000000004,10,neg
10.0,0.0,0.0,0.0,0.0,10.0,147.8,15.738095238095237,3.066666666666667,39.0,0.18,37.09,24.89,18.0,0.3499999921768907,0.00999999977648258,1186.6160000000004,10,neg
50.0,10.0,30.0,0.0,10.0,0.0,147.8,15.738095238095237,3.066666666666667,39.0,0.35,37.24,24.74,11.0,0.6300000045448546,0.00999999977648258,1186.6160000000004,10,neg
40.0,0.0,0.0,0.0,0.0,20.0,122.69999999999999,15.914285714285716,3.1428571428571423,27.4,0.38,37.16,20.04,6.0,0.6699999962002036,0.00999999977648258,1045.132,10,neg
40.0,0.0,0.0,0.0,0.0,40.0,122.69999999999999,15.914285714285716,3.1428571428571423,27.4,?,37.6500015258789,21.6900005340576,9.0,0.5200000051409006,0.00999999977648258,1045.132,10,neg
20.0,0.0,0.0,0.0,0.0,20.0,122.69999999999999,15.914285714285716,3.1428571428571423,27.4,0.38,37.16,19.95,?,0.4799999836832286,0.00999999977648258,1045.132,10,neg
540.0,190.0,60.0,10.0,20.0,260.0,51.699999999999996,15.32380952380952,3.019047619047619,106.19999999999997,0.36,37.25,20.28,13.0,0.7499999795109026,0.0199999995529652,5937.298,11,neg
160.0,10.0,10.0,10.0,20.0,100.0,51.699999999999996,15.32380952380952,3.019047619047619,106.19999999999997,0.38,37.16,20.04,6.0,0.6699999962002036,0.00999999977648258,5937.298,11,neg
20.0,20.0,0.0,0.0,0.0,0.0,51.699999999999996,15.32380952380952,3.019047619047619,106.19999999999997,0.38,37.16,19.95,?,0.4799999836832286,0.00999999977648258,5937.298,11,neg
0.0,0.0,0.0,0.0,0.0,0.0,64.30000000000001,9.066666666666666,2.5952380952380953,47.0,?,35.26,16.54,5.0,?,?,4865.6680000000015,12,?
20.0,0.0,0.0,10.0,0.0,0.0,64.30000000000001,9.066666666666666,2.5952380952380953,47.0,?,37.3199996948242,17.9799995422363,6.0,1.6599999517202386,0.00999999977648258,4865.6680000000015,12,neg
30.0,0.0,10.0,0.0,0.0,20.0,64.30000000000001,9.066666666666666,2.5952380952380953,47.0,1.74,32.96,16.69,4.5,7.890000037848949,0.00999999977648258,4865.6680000000015,12,neg
0.0,0.0,0.0,0.0,0.0,0.0,73.7,5.6952380952380945,2.9142857142857146,23.100000000000005,?,?,?,?,?,?,3208.3420000000006,12,?
0.0,0.0,0.0,0.0,0.0,0.0,73.7,5.6952380952380945,2.9142857142857146,23.100000000000005,?,37.6599998474121,16.1299991607666,6.0,2.2699999660253507,0.00999999977648258,3208.3420000000006,12,?
20.0,20.0,0.0,0.0,0.0,0.0,73.7,5.6952380952380945,2.9142857142857146,23.100000000000005,?,?,?,?,?,?,3208.3420000000006,12,?
0.0,0.0,0.0,0.0,0.0,0.0,92.30000000000001,3.4666666666666663,2.8714285714285714,0.0,0.63,38.1,12.34,?,1.4699999969452617,0.00999999977648258,1111.8939999999998,1,?
0.0,0.0,0.0,0.0,0.0,0.0,92.30000000000001,3.4666666666666663,2.8714285714285714,0.0,0.57,38.14,12.21,5.0,1.5299999993294477,0.0199999995529652,1111.8939999999998,1,?
0.0,0.0,0.0,0.0,0.0,0.0,92.30000000000001,3.4666666666666663,2.8714285714285714,0.0,0.53,36.4,11.72,4.0,2.540000051259994,0.0500000007450581,1111.8939999999998,1,?
0.0,0.0,0.0,0.0,0.0,0.0,108.30000000000001,6.138095238095239,3.8142857142857145,78.29999999999998,0.74,38.23,9.11,?,1.2999999895691872,0.00999999977648258,5528.714000000002,2,?
0.0,0.0,0.0,0.0,0.0,0.0,108.30000000000001,6.138095238095239,3.8142857142857145,78.29999999999998,0.72,38.38,10.22,6.0,1.4299999754875898,0.00999999977648258,5528.714000000002,2,?
0.0,0.0,0.0,0.0,0.0,0.0,108.30000000000001,6.138095238095239,3.8142857142857145,78.29999999999998,0.72,37.94,9.35,5.0,1.7899999897927046,0.0399999991059303,5528.714000000002,2,?
10.0,0.0,0.0,0.0,0.0,0.0,141.50000000000003,8.895238095238096,3.7380952380952386,2.1,?,38.08,9.74,11.0,?,?,1993.996,3,?
30.0,0.0,10.0,10.0,10.0,0.0,141.50000000000003,8.895238095238096,3.7380952380952386,2.1,0.19,38.39,9.96,?,0.7900000140070913,0.00999999977648258,1993.996,3,?
30.0,0.0,0.0,0.0,10.0,0.0,141.50000000000003,8.895238095238096,3.7380952380952386,2.1,0.56,35.22,9.21,10.0,1.9800000376999352,0.00999999977648258,1993.996,3,?
10.0,0.0,0.0,0.0,0.0,0.0,127.80000000000001,11.82857142857143,3.3619047619047615,75.5,?,?,?,?,?,?,1859.2169999999999,4,?
0.0,0.0,0.0,0.0,0.0,0.0,127.80000000000001,11.82857142857143,3.3619047619047615,75.5,?,?,?,?,?,?,1859.2169999999999,4,?
10.0,0.0,0.0,0.0,0.0,0.0,127.80000000000001,11.82857142857143,3.3619047619047615,75.5,?,?,?,?,?,?,1859.2169999999999,4,?
30.0,0.0,10.0,0.0,10.0,0.0,134.0,13.061904761904762,3.076190476190477,88.3,0.48,38.09,12.34,?,0.5399999897927044,0.00999999977648258,2739.733,4,?
0.0,0.0,0.0,0.0,0.0,0.0,134.0,13.061904761904762,3.076190476190477,88.3,?,37.92,12.33,5.0,?,?,2739.733,4,?
10.0,0.0,0.0,10.0,0.0,0.0,134.0,13.061904761904762,3.076190476190477,88.3,?,38.01,12.39,7.0,?,?,2739.733,4,neg
40.0,0.0,10.0,10.0,10.0,0.0,102.0,13.166666666666666,3.5238095238095246,118.39999999999999,?,38.01,12.39,7.0,?,?,3998.0529999999994,5,neg
30.0,0.0,0.0,10.0,20.0,0.0,102.0,13.166666666666666,3.5238095238095246,118.39999999999999,0.48,38.09,12.34,?,0.5399999897927044,0.00999999977648258,3998.0529999999994,5,neg
50.0,0.0,0.0,0.0,40.0,0.0,102.0,13.166666666666666,3.5238095238095246,118.39999999999999,?,37.92,12.33,5.0,?,?,3998.0529999999994,5,neg
110.0,0.0,30.0,20.0,50.0,10.0,117.4,15.109523809523811,3.1142857142857148,145.2,?,37.3699989318848,14.3100004196167,9.0,0.8100000265985723,0.00999999977648258,4881.874,5,neg
150.0,0.0,10.0,10.0,130.0,0.0,117.4,15.109523809523811,3.1142857142857148,145.2,0.58,36.93,14.03,3.0,1.4499999564141048,0.00999999977648258,4881.874,5,neg
40.0,0.0,0.0,0.0,40.0,0.0,117.4,15.109523809523811,3.1142857142857148,145.2,?,37.49,13.19,5.0,?,?,4881.874,5,neg
